respondent_id,task_id,alternative_id,chosen,brand,screen_size,storage,battery_life,camera,price
R004,4,B,0,BrandZ,6.5,64.0,12.0,Standard,899.0
R004,4,C,0,BrandY,5.5,64.0,12.0,Professional,799.0
R004,4,,0,,,,,,
R004,5,A,0,BrandX,6.5,128.0,18.0,Enhanced,699.0
R004,5,B,0,BrandZ,6.0,128.0,24.0,Professional,499.0
R004,5,C,1,BrandZ,6.5,64.0,12.0,Professional,599.0
R004,5,,0,,,,,,
R004,5,iPhone,0,iPhone,6.1,128.0,18.0,Enhanced,799.0
R004,6,A,0,BrandX,6.5,64.0,12.0,Standard,799.0
R004,6,B,1,BrandY,6.5,256.0,18.0,Enhanced,499.0
R004,6,C,0,BrandX,6.0,256.0,18.0,Professional,799.0
R004,6,,0,,,,,,
R004,6,Samsung,0,Samsung,6.5,256.0,24.0,Professional,899.0
R004,7,A,1,BrandZ,6.5,256.0,12.0,Enhanced,499.0
R004,7,B,0,BrandZ,5.5,256.0,12.0,Enhanced,599.0
R004,7,C,0,BrandX,5.5,64.0,18.0,Professional,899.0
R004,8,A,1,BrandY,6.5,128.0,24.0,Enhanced,699.0
R004,8,B,0,BrandZ,6.5,128.0,18.0,Standard,899.0
R004,8,C,0,BrandX,6.0,256.0,18.0,Professional,699.0
R004,8,,0,,,,,,
R004,8,iPhone,0,iPhone,6.1,128.0,18.0,Enhanced,799.0
R004,9,A,0,BrandZ,6.0,256.0,12.0,Standard,799.0
R004,9,B,1,BrandZ,6.5,128.0,18.0,Standard,899.0
R004,9,C,0,BrandY,6.5,128.0,12.0,Enhanced,699.0
R004,9,,0,,,,,,
R004,10,A,1,BrandX,5.5,128.0,18.0,Professional,799.0
R004,10,B,0,BrandY,6.5,128.0,24.0,Standard,799.0
R004,10,C,0,BrandX,6.0,128.0,18.0,Standard,799.0
R004,11,A,1,BrandX,6.5,256.0,18.0,Enhanced,499.0
R004,11,B,0,BrandX,6.5,128.0,24.0,Enhanced,799.0
R004,11,C,0,BrandX,5.5,128.0,24.0,Standard,699.0
R004,11,,0,,,,,,
R004,12,A,0,BrandX,5.5,256.0,24.0,Standard,599.0
R004,12,B,0,BrandY,6.5,64.0,24.0,Enhanced,499.0
R004,12,C,1,BrandX,5.5,128.0,12.0,Professional,599.0
R004,12,,0,,,,,,
R005,1,A,1,BrandZ,6.0,64.0,18.0,Professional,799.0
R005,1,B,0,BrandY,6.0,256.0,24.0,Enhanced,799.0
R005,1,C,0,BrandY,5.5,256.0,12.0,Professional,799.0
R005,1,,0,,,,,,
R005,2,A,0,BrandX,6.0,256.0,18.0,Professional,799.0
R005,2,B,0,BrandY,6.5,256.0,12.0,Enhanced,499.0
R005,2,C,1,BrandX,6.5,256.0,18.0,Standard,799.0
R005,2,,0,,,,,,
R005,3,A,0,BrandX,6.5,64.0,18.0,Professional,599.0
R005,3,B,0,BrandX,6.0,128.0,18.0,Professional,799.0
R005,3,C,1,BrandZ,5.5,128.0,24.0,Professional,799.0
R005,4,A,0,BrandY,6.5,64.0,24.0,Standard,599.0
R005,4,B,0,BrandZ,6.5,128.0,12.0,Professional,499.0
R005,4,C,1,BrandY,5.5,256.0,24.0,Standard,799.0
R005,4,,0,,,,,,
R005,4,iPhone,0,iPhone,6.1,128.0,18.0,Enhanced,799.0
R005,5,A,1,BrandX,6.0,64.0,18.0,Enhanced,699.0
R005,5,B,0,BrandY,5.5,64.0,24.0,Enhanced,899.0
R005,5,C,0,BrandZ,5.5,64.0,12.0,Standard,899.0
R005,6,A,0,BrandX,6.0,256.0,12.0,Standard,799.0
R005,6,B,1,BrandZ,6.0,128.0,18.0,Professional,499.0
R005,6,C,0,BrandY,6.0,256.0,24.0,Standard,499.0
R005,6,,0,,,,,,
R005,7,A,1,BrandZ,6.0,256.0,18.0,Professional,699.0
R005,7,B,0,BrandY,6.0,64.0,18.0,Enhanced,499.0
R005,7,C,0,BrandX,6.0,256.0,18.0,Professional,699.0
R005,7,Samsung,0,Samsung,6.5,256.0,24.0,Professional,899.0
R005,8,A,1,BrandY,5.5,256.0,24.0,Professional,499.0
R005,8,B,0,BrandZ,6.5,128.0,18.0,Standard,899.0
R005,8,C,0,BrandY,5.5,256.0,12.0,Professional,699.0
R005,8,,0,,,,,,
R005,9,A,0,BrandZ,6.5,64.0,24.0,Standard,499.0
R005,9,B,0,BrandY,6.0,64.0,24.0,Enhanced,599.0
R005,9,C,1,BrandX,6.0,128.0,24.0,Enhanced,599.0
R005,9,,0,,,,,,
R005,10,A,0,BrandY,6.5,256.0,18.0,Standard,699.0
R005,10,B,1,BrandY,6.0,256.0,18.0,Standard,799.0
R005,10,C,0,BrandX,5.5,64.0,24.0,Professional,799.0
R005,11,A,0,BrandY,5.5,128.0,12.0,Enhanced,899.0
R005,11,B,1,BrandX,6.0,128.0,24.0,Professional,699.0
R005,11,C,0,BrandZ,6.0,256.0,18.0,Standard,599.0
R005,11,,0,,,,,,
R005,12,A,1,BrandZ,6.0,256.0,12.0,Professional,499.0
R005,12,B,0,BrandZ,6.0,256.0,18.0,Professional,799.0
R005,12,C,0,BrandX,5.5,64.0,12.0,Enhanced,799.0
R005,12,,0,,,,,,
R005,12,iPhone,0,iPhone,6.1,128.0,18.0,Enhanced,799.0
R006,1,A,0,BrandZ,6.0,256.0,24.0,Enhanced,499.0
R006,1,B,0,BrandY,6.0,64.0,12.0,Enhanced,499.0
R006,1,C,1,BrandZ,5.5,256.0,24.0,Professional,499.0
R006,1,,0,,,,,,
R006,2,A,1,BrandX,6.5,64.0,12.0,Professional,599.0
R006,2,B,0,BrandZ,5.5,64.0,18.0,Standard,899.0
R006,2,C,0,BrandX,6.0,64.0,12.0,Professional,699.0
R006,2,iPhone,0,iPhone,6.1,128.0,18.0,Enhanced,799.0
R006,3,A,1,BrandX,5.5,128.0,12.0,Professional,699.0
R006,3,B,0,BrandX,5.5,128.0,12.0,Standard,799.0
R006,3,C,0,BrandZ,5.5,256.0,12.0,Enhanced,799.0
R006,4,A,1,BrandX,6.0,256.0,12.0,Professional,499.0
R006,4,B,0,BrandZ,6.5,256.0,18.0,Enhanced,499.0
R006,4,C,0,BrandX,6.0,128.0,18.0,Professional,499.0
R006,4,,0,,,,,,
R006,5,A,0,BrandX,5.5,128.0,24.0,Standard,499.0
R006,5,B,0,BrandX,6.0,256.0,24.0,Professional,899.0
R006,5,C,1,BrandZ,6.0,128.0,24.0,Professional,699.0
R006,5,,0,,,,,,
R006,6,A,0,BrandX,6.5,64.0,24.0,Professional,899.0
R006,6,B,0,BrandZ,5.5,128.0,18.0,Standard,799.0
R006,6,C,1,BrandY,6.0,128.0,18.0,Professional,499.0
R006,6,,0,,,,,,
R006,7,A,0,BrandY,6.0,64.0,24.0,Enhanced,499.0
R006,7,B,0,BrandX,5.5,64.0,18.0,Standard,699.0
R006,7,C,0,BrandX,6.5,64.0,24.0,Professional,899.0
R006,7,,0,,,,,,
R006,7,Samsung,1,Samsung,6.5,256.0,24.0,Professional,899.0
R006,8,A,0,BrandZ,6.0,256.0,12.0,Enhanced,899.0
R006,8,B,1,BrandY,6.0,64.0,24.0,Professional,599.0
R006,8,C,0,BrandX,6.5,128.0,12.0,Standard,699.0
R006,9,A,1,BrandY,6.5,64.0,18.0,Professional,899.0
R006,9,B,0,BrandZ,6.5,256.0,24.0,Standard,899.0
R006,9,C,0,BrandZ,6.5,128.0,12.0,Standard,699.0
R006,10,A,0,BrandY,6.0,64.0,12.0,Standard,899.0
R006,10,B,1,BrandZ,6.0,64.0,12.0,Professional,499.0
R006,10,C,0,BrandX,6.5,256.0,12.0,Enhanced,799.0
R006,10,,0,,,,,,
R006,10,Samsung,0,Samsung,6.5,256.0,24.0,Professional,899.0
R006,11,A,0,BrandZ,6.0,256.0,24.0,Standard,499.0
R006,11,B,0,BrandX,5.5,256.0,12.0,Professional,499.0
R006,11,C,0,BrandY,6.0,256.0,18.0,Enhanced,899.0
R006,11,,0,,,,,,
R006,11,iPhone,1,iPhone,6.1,128.0,18.0,Enhanced,799.0
R006,12,A,1,BrandY,6.0,64.0,18.0,Professional,899.0
R006,12,B,0,BrandY,6.5,256.0,18.0,Standard,599.0
R006,12,C,0,BrandY,6.5,64.0,12.0,Standard,699.0
R007,1,A,0,BrandY,5.5,128.0,12.0,Enhanced,599.0
R007,1,B,0,BrandZ,6.0,256.0,18.0,Standard,799.0
R007,1,C,1,BrandX,5.5,128.0,24.0,Enhanced,899.0
R007,1,,0,,,,,,
R007,2,A,0,BrandZ,6.0,64.0,18.0,Standard,499.0
R007,2,B,1,BrandZ,6.5,64.0,24.0,Professional,599.0
R007,2,C,0,BrandY,6.0,256.0,24.0,Standard,599.0
R007,2,,0,,,,,,
R007,2,iPhone,0,iPhone,6.1,128.0,18.0,Enhanced,799.0
R007,3,A,0,BrandZ,5.5,256.0,12.0,Standard,799.0
R007,3,B,0,BrandY,6.5,256.0,18.0,Professional,899.0
R007,3,C,1,BrandZ,6.5,256.0,18.0,Professional,699.0
R007,3,,0,,,,,,
R007,3,Samsung,0,Samsung,6.5,256.0,24.0,Professional,899.0
R007,4,A,1,BrandZ,6.0,128.0,24.0,Standard,699.0
R007,4,B,0,BrandZ,5.5,128.0,18.0,Enhanced,499.0
R007,4,C,0,BrandX,6.0,128.0,12.0,Professional,499.0
R007,4,,0,,,,,,
R007,5,A,1,BrandY,6.5,256.0,24.0,Standard,799.0
R007,5,B,0,BrandZ,6.5,64.0,18.0,Professional,799.0
R007,5,C,0,BrandZ,5.5,64.0,18.0,Standard,699.0
R007,5,iPhone,0,iPhone,6.1,128.0,18.0,Enhanced,799.0
R007,6,A,0,BrandX,5.5,256.0,18.0,Enhanced,899.0
R007,6,B,1,BrandZ,6.5,64.0,18.0,Enhanced,699.0
R007,6,C,0,BrandY,6.0,128.0,24.0,Professional,499.0
R007,7,A,0,BrandX,6.0,64.0,24.0,Professional,799.0
R007,7,B,1,BrandY,6.0,256.0,24.0,Professional,599.0
R007,7,C,0,BrandY,5.5,256.0,24.0,Standard,699.0
R007,7,,0,,,,,,
R007,8,A,1,BrandZ,6.0,64.0,24.0,Professional,499.0
R007,8,B,0,BrandY,6.5,128.0,24.0,Enhanced,599.0
R007,8,C,0,BrandZ,6.5,256.0,24.0,Professional,499.0
R007,8,,0,,,,,,
R007,9,A,1,BrandY,5.5,128.0,18.0,Standard,599.0
R007,9,B,0,BrandY,6.0,64.0,12.0,Standard,599.0
R007,9,C,0,BrandX,6.0,64.0,24.0,Professional,899.0
R007,9,,0,,,,,,
R007,10,A,0,BrandZ,5.5,256.0,18.0,Standard,599.0
R007,10,B,0,BrandX,6.5,256.0,12.0,Professional,799.0
R007,10,C,1,BrandX,6.0,128.0,24.0,Professional,599.0
R007,11,A,0,BrandZ,6.0,64.0,24.0,Standard,699.0
R007,11,B,1,BrandY,5.5,128.0,24.0,Professional,799.0
R007,11,C,0,BrandY,6.0,128.0,24.0,Professional,799.0
R007,12,A,1,BrandZ,5.5,128.0,12.0,Professional,799.0
R007,12,B,0,BrandY,6.5,64.0,24.0,Professional,499.0
R007,12,C,0,BrandY,5.5,64.0,18.0,Enhanced,899.0
R007,12,,0,,,,,,
R008,1,A,0,BrandZ,5.5,256.0,18.0,Enhanced,899.0
R008,1,B,0,BrandX,5.5,64.0,18.0,Standard,599.0
R008,1,C,1,BrandZ,6.5,256.0,24.0,Enhanced,499.0
R008,1,iPhone,0,iPhone,6.1,128.0,18.0,Enhanced,799.0
R008,2,A,0,BrandX,5.5,128.0,24.0,Professional,799.0
R008,2,B,0,BrandX,5.5,128.0,24.0,Professional,499.0
R008,2,C,1,BrandZ,6.5,256.0,12.0,Professional,599.0
R008,2,,0,,,,,,
R008,2,Samsung,0,Samsung,6.5,256.0,24.0,Professional,899.0
R008,3,A,0,BrandX,6.5,128.0,12.0,Professional,499.0
R008,3,B,0,BrandZ,6.0,64.0,24.0,Professional,899.0
R008,3,C,1,BrandZ,6.5,64.0,18.0,Enhanced,499.0
R008,3,,0,,,,,,
R008,4,A,0,BrandY,6.5,64.0,18.0,Standard,699.0
R008,4,B,1,BrandX,6.5,256.0,24.0,Standard,899.0
R008,4,C,0,BrandZ,6.0,64.0,12.0,Enhanced,899.0
R008,4,,0,,,,,,
R008,5,A,1,BrandZ,6.0,256.0,18.0,Professional,599.0
R008,5,B,0,BrandX,5.5,256.0,18.0,Standard,699.0
R008,5,C,0,BrandX,5.5,64.0,12.0,Enhanced,699.0
R008,5,,0,,,,,,
R008,6,A,1,BrandZ,6.0,128.0,12.0,Professional,599.0
R008,6,B,0,BrandY,6.0,64.0,24.0,Enhanced,699.0
R008,6,C,0,BrandX,6.0,128.0,18.0,Professional,799.0
R008,7,A,0,BrandX,6.0,256.0,18.0,Enhanced,899.0
R008,7,B,0,BrandY,5.5,256.0,18.0,Standard,799.0
R008,7,C,1,BrandZ,5.5,256.0,18.0,Enhanced,499.0
R008,7,,0,,,,,,
R008,8,A,1,BrandY,6.0,256.0,24.0,Enhanced,599.0
R008,8,B,0,BrandZ,6.0,128.0,18.0,Standard,699.0
R008,8,C,0,BrandZ,6.0,128.0,24.0,Standard,499.0
R008,8,,0,,,,,,
R008,9,A,0,BrandZ,6.5,256.0,12.0,Standard,599.0
R008,9,B,0,BrandZ,6.5,128.0,12.0,Standard,499.0
R008,9,C,0,BrandX,6.5,128.0,18.0,Enhanced,899.0
R008,9,,0,,,,,,
R008,9,Samsung,1,Samsung,6.5,256.0,24.0,Professional,899.0
R008,10,A,0,BrandY,6.0,128.0,12.0,Professional,599.0
R008,10,B,1,BrandZ,6.0,128.0,18.0,Professional,699.0
R008,10,C,0,BrandX,5.5,64.0,24.0,Standard,799.0
R008,10,,0,,,,,,
R008,11,A,1,BrandX,6.0,128.0,24.0,Enhanced,599.0
R008,11,B,0,BrandZ,6.0,256.0,18.0,Standard,499.0
R008,11,C,0,BrandX,5.5,128.0,12.0,Professional,799.0
R008,12,A,1,BrandY,6.5,128.0,24.0,Standard,899.0
R008,12,B,0,BrandZ,6.0,128.0,12.0,Professional,599.0
R008,12,C,0,BrandY,6.5,64.0,12.0,Standard,599.0
R008,12,,0,,,,,,
R009,1,A,0,BrandZ,6.5,256.0,12.0,Standard,799.0
R009,1,B,0,BrandZ,5.5,64.0,24.0,Standard,699.0
R009,1,C,1,BrandX,5.5,128.0,24.0,Standard,699.0
R009,2,A,1,BrandY,5.5,128.0,12.0,Professional,899.0
R009,2,B,0,BrandY,5.5,256.0,18.0,Professional,899.0
R009,2,C,0,BrandX,6.5,256.0,12.0,Professional,899.0
R009,2,,0,,,,,,
R009,3,A,0,BrandZ,6.5,128.0,24.0,Standard,499.0
R009,3,B,1,BrandX,5.5,256.0,24.0,Enhanced,599.0
R009,3,C,0,BrandZ,6.0,256.0,24.0,Standard,799.0
R009,4,A,1,BrandZ,6.0,128.0,12.0,Professional,799.0
R009,4,B,0,BrandY,6.0,64.0,24.0,Standard,599.0
R009,4,C,0,BrandY,6.0,128.0,18.0,Standard,699.0
R009,4,,0,,,,,,
R009,5,A,0,BrandZ,6.0,256.0,18.0,Enhanced,599.0
R009,5,B,0,BrandY,6.5,256.0,12.0,Enhanced,599.0
R009,5,C,1,BrandY,5.5,128.0,18.0,Standard,599.0
R009,5,,0,,,,,,
R009,5,Samsung,0,Samsung,6.5,256.0,24.0,Professional,899.0
R009,6,A,0,BrandZ,6.0,64.0,12.0,Enhanced,899.0
R009,6,B,1,BrandZ,6.0,64.0,12.0,Enhanced,899.0
R009,6,C,0,BrandY,6.0,128.0,18.0,Standard,499.0
R009,7,A,0,BrandX,5.5,256.0,18.0,Standard,499.0
R009,7,B,1,BrandY,6.0,256.0,24.0,Professional,799.0
R009,7,C,0,BrandY,6.5,64.0,12.0,Enhanced,599.0
R009,8,A,0,BrandY,6.0,64.0,18.0,Standard,899.0
R009,8,B,1,BrandZ,5.5,128.0,24.0,Enhanced,499.0
R009,8,C,0,BrandY,6.5,128.0,24.0,Enhanced,899.0
R009,8,,0,,,,,,
R009,8,iPhone,0,iPhone,6.1,128.0,18.0,Enhanced,799.0
R009,9,A,0,BrandY,6.0,128.0,24.0,Enhanced,599.0
R009,9,B,1,BrandX,6.5,256.0,18.0,Professional,499.0
R009,9,C,0,BrandX,5.5,64.0,24.0,Enhanced,799.0
R009,9,,0,,,,,,
R009,9,iPhone,0,iPhone,6.1,128.0,18.0,Enhanced,799.0
R009,10,A,0,BrandY,6.5,128.0,12.0,Enhanced,899.0
R009,10,B,0,BrandZ,6.0,256.0,18.0,Professional,899.0
R009,10,C,1,BrandZ,6.0,256.0,24.0,Enhanced,799.0
R009,11,A,0,BrandZ,5.5,128.0,24.0,Enhanced,499.0
R009,11,B,0,BrandZ,6.0,128.0,24.0,Professional,899.0
R009,11,C,1,BrandX,6.5,64.0,24.0,Enhanced,599.0
R009,11,,0,,,,,,
R009,12,A,0,BrandY,5.5,256.0,12.0,Standard,899.0
R009,12,B,0,BrandZ,5.5,64.0,12.0,Enhanced,699.0
R009,12,C,1,BrandY,5.5,128.0,24.0,Standard,799.0
R009,12,,0,,,,,,
R010,1,A,1,BrandY,5.5,64.0,18.0,Professional,699.0
R010,1,B,0,BrandX,6.0,128.0,24.0,Standard,799.0
R010,1,C,0,BrandY,6.0,128.0,24.0,Professional,699.0
R010,1,,0,,,,,,
R010,2,A,0,BrandZ,6.0,128.0,18.0,Standard,699.0
R010,2,B,0,BrandX,6.0,256.0,12.0,Enhanced,799.0
R010,2,C,1,BrandZ,6.0,256.0,18.0,Standard,599.0
R010,2,Samsung,0,Samsung,6.5,256.0,24.0,Professional,899.0
R010,3,A,0,BrandX,5.5,256.0,24.0,Professional,599.0
R010,3,B,0,BrandX,5.5,256.0,24.0,Standard,599.0
R010,3,C,1,BrandX,5.5,128.0,18.0,Professional,799.0
R010,3,,0,,,,,,
R010,4,A,1,BrandX,6.5,64.0,18.0,Professional,799.0
