respondent_id,task_id,alternative_id,chosen,brand,screen_size,storage,battery_life,camera,price
R006,2,A,1,BrandX,5.5,64,18,Enhanced,899
R006,2,B,0,Samsung,6.5,64,12,Enhanced,699
R006,2,C,0,iPhone,6.5,64,18,Professional,699
R006,2,None,0,,,,,,
R006,3,A,0,Samsung,5.5,128,18,Professional,599
R006,3,B,1,BrandY,6.5,256,12,Standard,499
R006,3,C,0,BrandX,6.0,64,24,Professional,899
R006,3,None,0,,,,,,
R006,4,A,0,BrandZ,6.5,64,12,Enhanced,899
R006,4,B,1,BrandZ,5.5,256,24,Professional,599
R006,4,C,0,Samsung,6.1,128,12,Professional,699
R006,4,D,0,Samsung,6.5,64,24,Professional,499
R006,4,None,0,,,,,,
R006,5,A,0,BrandY,6.1,128,24,Standard,699
R006,5,B,1,iPhone,6.1,64,24,Professional,499
R006,5,C,0,BrandZ,6.1,64,12,Enhanced,899
R006,5,None,0,,,,,,
R006,6,A,1,Samsung,6.0,64,24,Enhanced,499
R006,6,B,0,BrandX,6.0,64,12,Standard,699
R006,6,C,0,BrandX,6.5,256,18,Enhanced,499
R006,6,D,0,Samsung,6.1,128,12,Professional,699
R006,6,None,0,,,,,,
R006,7,A,0,BrandX,6.1,64,24,Enhanced,499
R006,7,B,1,BrandY,6.0,256,18,Enhanced,499
R006,7,C,0,iPhone,6.1,256,18,Enhanced,799
R006,7,D,0,BrandZ,6.5,64,24,Enhanced,699
R006,7,None,0,,,,,,
R006,8,A,0,iPhone,6.5,128,24,Professional,599
R006,8,B,1,iPhone,6.0,256,24,Enhanced,499
R006,8,C,0,Samsung,5.5,64,24,Enhanced,699
R006,8,None,0,,,,,,
R006,9,A,0,BrandZ,6.1,128,18,Professional,699
R006,9,B,0,Samsung,5.5,64,24,Standard,799
R006,9,C,0,BrandZ,6.5,256,12,Enhanced,699
R006,9,None,1,,,,,,
R006,10,A,0,iPhone,6.0,64,18,Standard,799
R006,10,B,1,iPhone,6.1,256,18,Professional,499
R006,10,C,0,BrandZ,6.1,128,12,Professional,599
R006,10,None,0,,,,,,
R006,11,A,0,BrandY,6.0,256,12,Standard,699
R006,11,B,0,BrandY,6.5,256,18,Enhanced,899
R006,11,C,1,iPhone,6.0,128,24,Standard,799
R006,11,None,0,,,,,,
R006,12,A,0,Samsung,6.5,256,12,Standard,899
R006,12,B,1,Samsung,6.1,64,12,Enhanced,599
R006,12,C,0,BrandX,6.1,64,18,Standard,899
R006,12,None,0,,,,,,
R007,1,A,1,iPhone,6.1,256,12,Professional,799
R007,1,B,0,BrandZ,5.5,128,24,Professional,699
R007,1,C,0,BrandX,6.5,64,24,Enhanced,699
R007,1,None,0,,,,,,
R007,2,A,0,BrandZ,6.0,128,24,Enhanced,699
R007,2,B,1,BrandY,6.0,128,24,Professional,499
R007,2,C,0,BrandX,6.0,128,12,Enhanced,799
R007,2,None,0,,,,,,
R007,3,A,0,BrandX,6.1,64,12,Enhanced,899
R007,3,B,0,BrandY,6.5,128,18,Standard,499
R007,3,C,1,BrandY,6.5,64,12,Professional,699
R007,3,None,0,,,,,,
R007,4,A,0,BrandZ,5.5,64,18,Standard,699
R007,4,B,0,BrandX,6.5,128,12,Enhanced,499
R007,4,C,1,BrandZ,6.0,128,24,Enhanced,499
R007,4,None,0,,,,,,
R007,5,A,0,BrandY,6.1,128,24,Enhanced,599
R007,5,B,0,Samsung,6.5,256,12,Standard,499
R007,5,C,1,Samsung,6.1,128,24,Enhanced,599
R007,5,None,0,,,,,,
R007,6,A,0,BrandZ,6.1,256,24,Professional,799
R007,6,B,0,BrandZ,6.1,128,12,Enhanced,699
R007,6,C,1,iPhone,6.5,256,18,Professional,499
R007,6,None,0,,,,,,
R007,7,A,0,Samsung,6.5,64,24,Standard,499
R007,7,B,1,BrandZ,5.5,64,12,Enhanced,699
R007,7,C,0,BrandY,6.0,128,24,Standard,799
R007,7,D,0,BrandZ,6.5,256,24,Standard,599
R007,7,None,0,,,,,,
R007,8,A,0,BrandZ,6.1,256,18,Professional,699
R007,8,B,0,BrandZ,6.5,64,12,Enhanced,899
R007,8,C,1,BrandX,6.0,128,18,Professional,599
R007,8,D,0,BrandY,6.1,128,18,Professional,699
R007,8,None,0,,,,,,
R007,9,A,0,BrandX,5.5,128,18,Professional,699
R007,9,B,1,BrandY,6.0,64,24,Enhanced,899
R007,9,C,0,BrandX,6.0,64,24,Professional,899
R007,9,None,0,,,,,,
R007,10,A,0,BrandY,6.1,256,18,Standard,599
R007,10,B,0,iPhone,6.0,128,24,Enhanced,799
R007,10,C,1,Samsung,6.1,128,18,Professional,499
R007,11,A,1,Samsung,6.5,64,12,Enhanced,799
R007,11,B,0,Samsung,6.1,64,12,Enhanced,899
R007,11,C,0,BrandZ,5.5,128,18,Enhanced,899
R007,11,None,0,,,,,,
R007,12,A,0,BrandX,6.0,64,24,Enhanced,699
R007,12,B,0,BrandZ,6.0,64,24,Professional,799
R007,12,C,1,BrandY,6.1,64,18,Professional,499
R007,12,D,0,Samsung,6.0,128,18,Standard,499
R007,12,None,0,,,,,,
R008,1,A,1,iPhone,6.1,128,24,Standard,599
R008,1,B,0,Samsung,6.5,64,18,Professional,899
R008,1,C,0,BrandX,6.5,256,24,Enhanced,899
R008,2,A,1,BrandZ,6.5,256,24,Enhanced,499
R008,2,B,0,BrandZ,5.5,64,24,Professional,599
R008,2,C,0,BrandZ,6.0,64,18,Professional,799
R008,2,None,0,,,,,,
R008,3,A,0,BrandY,5.5,256,18,Professional,699
R008,3,B,1,iPhone,6.5,128,12,Professional,599
R008,3,C,0,BrandZ,5.5,64,18,Enhanced,499
R008,3,D,0,BrandZ,5.5,64,18,Standard,699
R008,3,None,0,,,,,,
R008,4,A,1,BrandY,6.5,128,12,Professional,899
R008,4,B,0,Samsung,6.1,64,12,Professional,799
R008,4,C,0,BrandZ,6.0,256,12,Standard,499
R008,4,D,0,BrandX,6.5,256,24,Professional,799
R008,4,None,0,,,,,,
R008,5,A,0,BrandZ,5.5,64,12,Standard,499
R008,5,B,0,BrandZ,5.5,128,24,Professional,499
R008,5,C,0,Samsung,5.5,128,18,Standard,899
R008,5,D,1,Samsung,5.5,64,24,Enhanced,599
R008,6,A,1,Samsung,6.1,64,24,Professional,599
R008,6,B,0,BrandY,6.1,128,12,Professional,899
R008,6,C,0,Samsung,6.5,256,18,Standard,699
R008,7,A,0,BrandY,6.0,128,18,Standard,899
R008,7,B,0,BrandY,6.0,64,18,Professional,599
R008,7,C,0,BrandY,5.5,256,18,Enhanced,899
R008,7,D,1,BrandZ,6.0,128,12,Enhanced,599
R008,7,None,0,,,,,,
R008,8,A,0,BrandX,6.5,256,24,Professional,499
R008,8,B,1,iPhone,6.0,256,24,Professional,899
R008,8,C,0,Samsung,6.5,64,18,Enhanced,499
R008,8,None,0,,,,,,
R008,9,A,0,BrandY,6.0,256,18,Enhanced,799
R008,9,B,0,BrandY,6.1,128,18,Enhanced,899
R008,9,C,1,BrandY,6.5,64,24,Enhanced,699
R008,10,A,0,Samsung,5.5,128,24,Professional,899
R008,10,B,1,BrandY,6.1,64,12,Enhanced,599
R008,10,C,0,BrandY,6.0,128,24,Professional,699
R008,10,None,0,,,,,,
R008,11,A,0,BrandX,6.0,64,24,Professional,799
R008,11,B,0,Samsung,5.5,256,12,Standard,499
R008,11,C,1,iPhone,6.5,64,24,Standard,499
R008,11,None,0,,,,,,
R008,12,A,0,BrandY,5.5,64,24,Professional,799
R008,12,B,1,iPhone,5.5,256,24,Enhanced,899
R008,12,C,0,BrandX,5.5,256,24,Professional,799
R008,12,D,0,Samsung,5.5,64,24,Standard,599
R008,12,None,0,,,,,,
R009,1,A,1,iPhone,6.5,128,18,Professional,799
R009,1,B,0,iPhone,5.5,256,12,Standard,799
R009,1,C,0,BrandY,6.1,256,12,Professional,499
R009,1,None,0,,,,,,
R009,2,A,0,BrandZ,5.5,64,18,Standard,599
R009,2,B,0,BrandZ,6.0,256,18,Standard,699
R009,2,C,1,Samsung,6.0,256,18,Professional,899
R009,2,None,0,,,,,,
R009,3,A,0,iPhone,5.5,128,12,Standard,699
R009,3,B,1,BrandZ,6.5,128,12,Professional,699
R009,3,C,0,BrandY,6.5,64,18,Professional,799
R009,3,None,0,,,,,,
R009,4,A,1,BrandX,6.0,128,24,Professional,599
R009,4,B,0,BrandY,6.1,128,12,Standard,499
R009,4,C,0,BrandX,6.5,128,18,Standard,599
R009,4,None,0,,,,,,
R009,5,A,0,BrandX,5.5,256,24,Enhanced,799
R009,5,B,0,iPhone,6.1,128,18,Standard,899
R009,5,C,1,Samsung,6.0,256,18,Standard,599
R009,5,None,0,,,,,,
R009,6,A,0,BrandX,6.0,256,24,Enhanced,899
R009,6,B,0,BrandZ,6.0,128,12,Standard,699
R009,6,C,1,iPhone,6.5,128,24,Enhanced,699
R009,6,None,0,,,,,,
R009,7,A,0,BrandX,6.0,128,18,Standard,799
R009,7,B,0,BrandX,6.1,256,24,Professional,799
R009,7,C,1,BrandZ,6.0,128,18,Enhanced,799
R009,7,None,0,,,,,,
R009,8,A,0,Samsung,6.5,128,24,Standard,799
R009,8,B,0,BrandY,6.0,256,18,Standard,699
R009,8,C,0,Samsung,6.5,128,12,Enhanced,899
R009,8,D,1,BrandY,6.5,256,24,Professional,799
R009,8,None,0,,,,,,
R009,9,A,1,iPhone,6.0,256,24,Enhanced,599
R009,9,B,0,BrandZ,5.5,256,24,Professional,799
R009,9,C,0,BrandX,6.5,64,12,Standard,699
R009,9,None,0,,,,,,
R009,10,A,0,BrandX,5.5,128,12,Enhanced,799
R009,10,B,1,iPhone,5.5,256,12,Enhanced,699
R009,10,C,0,BrandX,6.5,64,24,Enhanced,699
R009,10,None,0,,,,,,
R009,11,A,1,iPhone,6.1,256,12,Professional,599
R009,11,B,0,Samsung,6.0,256,12,Enhanced,899
R009,11,C,0,BrandY,6.5,64,18,Professional,599
R009,11,None,0,,,,,,
R009,12,A,0,Samsung,6.0,128,24,Standard,899
R009,12,B,0,iPhone,6.0,128,18,Standard,799
R009,12,C,1,iPhone,6.1,256,18,Professional,699
R009,12,None,0,,,,,,
R010,1,A,0,Samsung,6.1,64,12,Enhanced,599
R010,1,B,1,BrandZ,6.5,128,24,Standard,899
R010,1,C,0,BrandY,6.5,64,18,Professional,899
R010,1,None,0,,,,,,
R010,2,A,0,BrandZ,5.5,128,12,Enhanced,599
R010,2,B,1,Samsung,6.5,256,24,Professional,799
R010,2,C,0,BrandY,6.5,128,24,Enhanced,799
R010,2,D,0,Samsung,5.5,256,12,Standard,699
R010,2,None,0,,,,,,
R010,3,A,0,BrandZ,5.5,256,12,Enhanced,899
R010,3,B,1,BrandX,5.5,256,18,Professional,599
R010,3,C,0,BrandY,5.5,256,24,Standard,699
R010,3,D,0,iPhone,6.5,128,18,Standard,799
R010,4,A,0,BrandZ,6.5,64,24,Standard,599
R010,4,B,0,Samsung,5.5,256,18,Professional,699
R010,4,C,1,BrandZ,6.0,128,24,Enhanced,699
R010,4,None,0,,,,,,
R010,5,A,0,iPhone,6.1,256,12,Professional,599
R010,5,B,1,Samsung,6.0,256,18,Standard,799
R010,5,C,0,BrandY,6.0,256,24,Enhanced,799
R010,5,D,0,BrandY,6.5,64,24,Standard,799
R010,5,None,0,,,,,,
R010,6,A,1,iPhone,6.5,256,24,Professional,699
R010,6,B,0,iPhone,6.5,64,18,Standard,799
R010,6,C,0,BrandX,6.1,128,18,Professional,899
R010,6,None,0,,,,,,
R010,7,A,0,iPhone,5.5,64,18,Enhanced,499
R010,7,B,0,BrandY,6.0,256,12,Professional,699
R010,7,C,0,Samsung,6.1,64,24,Enhanced,699
R010,7,D,1,iPhone,6.1,256,24,Standard,499
R010,7,None,0,,,,,,
R010,8,A,0,Samsung,6.5,64,12,Professional,599
R010,8,B,0,BrandZ,6.5,64,12,Professional,699
R010,8,C,1,iPhone,6.5,256,12,Enhanced,499
R010,8,None,0,,,,,,
R010,9,A,0,Samsung,5.5,256,24,Standard,899
R010,9,B,1,Samsung,6.5,128,24,Standard,599
R010,9,C,0,BrandY,6.5,64,12,Standard,599
R010,9,None,0,,,,,,
R010,10,A,0,Samsung,6.1,256,12,Standard,899
R010,10,B,0,BrandZ,6.1,256,12,Professional,699
R010,10,C,1,Samsung,6.0,256,18,Enhanced,499
R010,10,None,0,,,,,,
R010,11,A,0,BrandX,6.1,64,18,Professional,799
R010,11,B,0,BrandX,6.0,128,12,Standard,899
R010,11,C,1,iPhone,5.5,128,12,Standard,499
R010,12,A,0,BrandY,6.5,64,24,Professional,899
R010,12,B,0,BrandZ,6.0,128,12,Enhanced,499
R010,12,C,0,BrandZ,6.0,64,24,Enhanced,799
R010,12,D,1,BrandZ,5.5,128,24,Enhanced,599
R010,12,None,0,,,,,,
R011,1,A,1,Samsung,6.1,64,24,Enhanced,499
R011,1,B,0,iPhone,6.1,128,18,Professional,499
R011,1,C,0,BrandX,5.5,128,18,Professional,699
R011,1,None,0,,,,,,
R011,2,A,0,Samsung,5.5,64,12,Standard,499
R011,2,B,1,BrandY,6.1,128,12,Standard,499
R011,2,C,0,BrandZ,6.5,64,18,Standard,799
R011,3,A,0,BrandZ,5.5,64,12,Professional,499
R011,3,B,1,BrandY,5.5,128,18,Enhanced,699
R011,3,C,0,iPhone,6.5,64,18,Standard,699
R011,3,None,0,,,,,,
R011,4,A,0,Samsung,6.0,64,12,Enhanced,499
R011,4,B,0,Samsung,6.1,256,24,Standard,699
R011,4,C,1,iPhone,6.5,256,24,Enhanced,499
R011,4,D,0,Samsung,6.0,128,18,Standard,599
R011,4,None,0,,,,,,
R011,5,A,0,BrandZ,5.5,256,12,Professional,799
R011,5,B,0,iPhone,5.5,128,24,Standard,599
R011,5,C,1,BrandX,6.1,128,18,Professional,699
R011,5,None,0,,,,,,
R011,6,A,0,Samsung,5.5,64,18,Enhanced,699
R011,6,B,0,BrandY,5.5,256,18,Standard,799
R011,6,C,1,BrandX,6.5,128,12,Standard,599
R011,7,A,0,BrandX,6.0,64,24,Standard,699
R011,7,B,1,BrandY,5.5,256,18,Enhanced,599
R011,7,C,0,iPhone,6.5,128,24,Professional,899
R011,7,None,0,,,,,,
R011,8,A,1,Samsung,6.5,128,24,Professional,499
R011,8,B,0,BrandZ,6.1,64,12,Standard,599
R011,8,C,0,BrandY,6.0,64,18,Standard,499
R011,9,A,0,BrandY,5.5,128,24,Enhanced,599
R011,9,B,0,BrandX,6.0,64,18,Enhanced,799
R011,9,C,0,Samsung,5.5,256,24,Professional,599
R011,9,D,1,BrandX,6.5,128,24,Enhanced,499
R011,9,None,0,,,,,,
R011,10,A,0,BrandY,6.1,128,24,Enhanced,699
R011,10,B,1,BrandZ,6.1,128,18,Standard,499
R011,10,C,0,BrandX,6.0,64,18,Standard,799
R011,10,None,0,,,,,,
R011,11,A,0,Samsung,6.5,128,12,Standard,599
R011,11,B,0,BrandZ,6.1,256,24,Enhanced,899
R011,11,C,1,iPhone,6.1,256,24,Standard,899
R011,12,A,1,Samsung,6.5,64,12,Standard,599
