respondent_id,task_id,alternative_id,chosen,Color,Fit,Material,Design Placement
10,8,3,0,Black,Regular,100% Cotton,Back Print
11,1,1,0,White,Slim,100% Cotton,Full Front
11,1,2,1,White,Slim,Performance Mesh,Back Print
11,1,3,0,Black,Slim,Tri-Blend,Back Print
11,2,1,0,Tie-Dye,Slim,Performance Mesh,Small Logo
11,2,2,0,Tie-Dye,Slim,100% Cotton,Small Logo
11,2,3,1,Tie-Dye,Slim,100% Cotton,Full Front
11,3,1,0,White,Regular,100% Cotton,Full Front
11,3,2,0,Black,Regular,Tri-Blend,Full Front
11,3,3,1,Tie-Dye,Oversized,Performance Mesh,Full Front
11,4,1,0,Tie-Dye,Regular,100% Cotton,Back Print
11,4,2,1,Tie-Dye,Slim,Tri-Blend,Back Print
11,4,3,0,White,Regular,Performance Mesh,Back Print
11,5,1,1,Tie-Dye,Oversized,Performance Mesh,Small Logo
11,5,2,0,Tie-Dye,Slim,Tri-Blend,Small Logo
11,5,3,0,Black,Slim,Performance Mesh,Back Print
11,6,1,0,Black,Slim,Performance Mesh,Small Logo
11,6,2,1,Black,Oversized,Tri-Blend,Small Logo
11,6,3,0,Black,Slim,100% Cotton,Small Logo
11,7,1,1,White,Oversized,Tri-Blend,Full Front
11,7,2,0,White,Oversized,100% Cotton,Small Logo
11,7,3,0,Black,Oversized,100% Cotton,Back Print
11,8,1,1,Tie-Dye,Slim,Tri-Blend,Back Print
11,8,2,0,Black,Regular,Tri-Blend,Back Print
11,8,3,0,White,Regular,Tri-Blend,Back Print
12,1,1,0,Black,Slim,Tri-Blend,Small Logo
12,1,2,0,Black,Slim,Performance Mesh,Full Front
12,1,3,1,Black,Oversized,Performance Mesh,Small Logo
12,2,1,0,Black,Regular,Tri-Blend,Small Logo
12,2,2,0,Black,Oversized,100% Cotton,Back Print
12,2,3,1,Black,Regular,Tri-Blend,Full Front
12,3,1,0,White,Regular,Performance Mesh,Small Logo
12,3,2,0,White,Regular,100% Cotton,Small Logo
12,3,3,1,Tie-Dye,Regular,Tri-Blend,Small Logo
12,4,1,0,Tie-Dye,Regular,Tri-Blend,Full Front
12,4,2,0,White,Slim,Tri-Blend,Back Print
12,4,3,1,Tie-Dye,Oversized,Tri-Blend,Back Print
12,5,1,1,Tie-Dye,Regular,Tri-Blend,Back Print
12,5,2,0,White,Slim,100% Cotton,Small Logo
12,5,3,0,Black,Regular,Tri-Blend,Full Front
12,6,1,1,White,Oversized,100% Cotton,Back Print
12,6,2,0,Tie-Dye,Regular,100% Cotton,Small Logo
12,6,3,0,Black,Regular,Tri-Blend,Small Logo
12,7,1,0,White,Slim,100% Cotton,Back Print
12,7,2,1,Tie-Dye,Slim,100% Cotton,Full Front
12,7,3,0,White,Oversized,Tri-Blend,Small Logo
12,8,1,0,Black,Slim,Performance Mesh,Full Front
12,8,2,0,Black,Regular,Tri-Blend,Back Print
12,8,3,1,White,Slim,Tri-Blend,Back Print
13,1,1,0,White,Slim,Performance Mesh,Back Print
13,1,2,1,White,Slim,Tri-Blend,Back Print
13,1,3,0,Tie-Dye,Regular,100% Cotton,Small Logo
13,2,1,0,White,Slim,100% Cotton,Full Front
13,2,2,1,Tie-Dye,Oversized,Tri-Blend,Back Print
13,2,3,0,Black,Slim,Performance Mesh,Back Print
13,3,1,1,Tie-Dye,Oversized,Performance Mesh,Back Print
13,3,2,0,White,Regular,100% Cotton,Back Print
13,3,3,0,White,Regular,100% Cotton,Back Print
13,4,1,0,Tie-Dye,Regular,Tri-Blend,Full Front
13,4,2,0,Tie-Dye,Regular,Tri-Blend,Small Logo
13,4,3,1,White,Regular,100% Cotton,Full Front
13,5,1,0,White,Regular,Tri-Blend,Small Logo
13,5,2,0,White,Oversized,Performance Mesh,Full Front
13,5,3,1,Black,Regular,100% Cotton,Full Front
13,6,1,0,Tie-Dye,Regular,Performance Mesh,Back Print
13,6,2,1,Tie-Dye,Regular,Performance Mesh,Full Front
13,6,3,0,Black,Oversized,100% Cotton,Small Logo
13,7,1,0,Tie-Dye,Oversized,Performance Mesh,Small Logo
13,7,2,1,Black,Regular,Performance Mesh,Back Print
13,7,3,0,Black,Slim,100% Cotton,Full Front
13,8,1,1,Black,Regular,Performance Mesh,Full Front
13,8,2,0,Black,Slim,Tri-Blend,Full Front
13,8,3,0,White,Slim,Performance Mesh,Small Logo
14,1,1,0,Black,Regular,Performance Mesh,Small Logo
14,1,2,1,Tie-Dye,Oversized,Performance Mesh,Back Print
14,1,3,0,White,Slim,100% Cotton,Full Front
14,2,1,1,White,Regular,Tri-Blend,Back Print
14,2,2,0,Tie-Dye,Slim,Performance Mesh,Small Logo
14,2,3,0,Tie-Dye,Slim,Tri-Blend,Full Front
14,3,1,0,Tie-Dye,Slim,100% Cotton,Small Logo
14,3,2,0,White,Oversized,Tri-Blend,Full Front
14,3,3,1,White,Regular,Performance Mesh,Full Front
14,4,1,0,Tie-Dye,Slim,Tri-Blend,Back Print
14,4,2,0,Black,Slim,Tri-Blend,Full Front
14,4,3,1,White,Regular,Tri-Blend,Back Print
14,5,1,0,Tie-Dye,Regular,Tri-Blend,Back Print
14,5,2,0,Tie-Dye,Oversized,Performance Mesh,Small Logo
14,5,3,1,White,Oversized,Performance Mesh,Small Logo
14,6,1,0,Tie-Dye,Slim,Performance Mesh,Full Front
14,6,2,0,White,Slim,100% Cotton,Small Logo
14,6,3,1,Black,Oversized,Performance Mesh,Full Front
14,7,1,0,White,Regular,Performance Mesh,Small Logo
14,7,2,0,Tie-Dye,Regular,Performance Mesh,Small Logo
14,7,3,1,Black,Regular,Tri-Blend,Back Print
14,8,1,0,Tie-Dye,Regular,Performance Mesh,Back Print
14,8,2,1,Tie-Dye,Oversized,Performance Mesh,Full Front
14,8,3,0,Tie-Dye,Regular,Tri-Blend,Small Logo
15,1,1,0,White,Regular,Performance Mesh,Back Print
15,1,2,0,Tie-Dye,Slim,Tri-Blend,Small Logo
15,1,3,1,Black,Regular,100% Cotton,Back Print
15,2,1,1,Black,Slim,Tri-Blend,Small Logo
15,2,2,0,Black,Slim,100% Cotton,Full Front
15,2,3,0,Tie-Dye,Oversized,Tri-Blend,Back Print
15,3,1,0,Black,Slim,100% Cotton,Back Print
15,3,2,1,Black,Slim,100% Cotton,Back Print
15,3,3,0,White,Oversized,Performance Mesh,Full Front
15,4,1,1,Black,Regular,Performance Mesh,Small Logo
15,4,2,0,White,Oversized,Tri-Blend,Full Front
15,4,3,0,Black,Oversized,Tri-Blend,Small Logo
15,5,1,0,White,Slim,Performance Mesh,Full Front
15,5,2,0,Black,Oversized,Performance Mesh,Small Logo
15,5,3,1,White,Slim,100% Cotton,Small Logo
15,6,1,0,Tie-Dye,Slim,Tri-Blend,Back Print
15,6,2,1,Tie-Dye,Regular,Performance Mesh,Small Logo
15,6,3,0,White,Regular,Performance Mesh,Full Front
15,7,1,1,White,Oversized,Performance Mesh,Full Front
15,7,2,0,Black,Slim,Performance Mesh,Full Front
15,7,3,0,Black,Regular,Performance Mesh,Back Print
15,8,1,0,Tie-Dye,Slim,100% Cotton,Back Print
15,8,2,1,Black,Regular,Tri-Blend,Full Front
15,8,3,0,Black,Slim,100% Cotton,Small Logo
16,1,1,0,Tie-Dye,Slim,Performance Mesh,Back Print
16,1,2,0,Black,Slim,Performance Mesh,Full Front
16,1,3,1,Tie-Dye,Slim,Tri-Blend,Full Front
16,2,1,0,Tie-Dye,Slim,Tri-Blend,Full Front
16,2,2,1,White,Oversized,100% Cotton,Small Logo
16,2,3,0,White,Slim,100% Cotton,Back Print
16,3,1,1,Tie-Dye,Slim,Performance Mesh,Small Logo
16,3,2,0,Tie-Dye,Slim,Tri-Blend,Small Logo
16,3,3,0,Black,Regular,100% Cotton,Back Print
16,4,1,0,Tie-Dye,Oversized,Performance Mesh,Full Front
16,4,2,0,Tie-Dye,Regular,Tri-Blend,Back Print
16,4,3,1,Black,Slim,Performance Mesh,Small Logo
16,5,1,0,White,Regular,Performance Mesh,Back Print
16,5,2,0,Black,Regular,100% Cotton,Small Logo
16,5,3,1,White,Regular,Tri-Blend,Small Logo
16,6,1,0,White,Slim,Tri-Blend,Small Logo
16,6,2,0,Black,Regular,100% Cotton,Back Print
16,6,3,1,Tie-Dye,Regular,Tri-Blend,Small Logo
16,7,1,0,Tie-Dye,Slim,Tri-Blend,Back Print
16,7,2,0,Tie-Dye,Slim,100% Cotton,Small Logo
16,7,3,1,Tie-Dye,Slim,Performance Mesh,Full Front
16,8,1,1,Black,Slim,Performance Mesh,Small Logo
16,8,2,0,Black,Slim,Tri-Blend,Full Front
16,8,3,0,Tie-Dye,Oversized,Tri-Blend,Full Front
17,1,1,0,White,Regular,100% Cotton,Small Logo
17,1,2,0,Black,Regular,100% Cotton,Small Logo
17,1,3,1,White,Slim,Tri-Blend,Back Print
17,2,1,1,Tie-Dye,Slim,Tri-Blend,Back Print
17,2,2,0,Black,Slim,100% Cotton,Back Print
17,2,3,0,Tie-Dye,Slim,100% Cotton,Back Print
17,3,1,0,Black,Slim,Performance Mesh,Small Logo
17,3,2,1,Tie-Dye,Regular,Performance Mesh,Small Logo
17,3,3,0,White,Slim,Performance Mesh,Full Front
17,4,1,1,Tie-Dye,Oversized,100% Cotton,Back Print
17,4,2,0,Black,Oversized,Tri-Blend,Small Logo
17,4,3,0,Tie-Dye,Slim,Performance Mesh,Small Logo
17,5,1,0,Black,Slim,100% Cotton,Full Front
17,5,2,1,Tie-Dye,Slim,Tri-Blend,Full Front
17,5,3,0,White,Regular,Performance Mesh,Back Print
17,6,1,0,Tie-Dye,Regular,Tri-Blend,Small Logo
17,6,2,0,Tie-Dye,Regular,Performance Mesh,Small Logo
17,6,3,1,Tie-Dye,Regular,100% Cotton,Small Logo
17,7,1,0,White,Regular,Performance Mesh,Back Print
17,7,2,0,Black,Oversized,Performance Mesh,Back Print
17,7,3,1,Tie-Dye,Regular,Performance Mesh,Back Print
17,8,1,1,Tie-Dye,Regular,Tri-Blend,Back Print
17,8,2,0,Black,Slim,100% Cotton,Small Logo
17,8,3,0,Black,Oversized,100% Cotton,Small Logo
18,1,1,0,White,Regular,Tri-Blend,Back Print
18,1,2,1,Black,Regular,Performance Mesh,Back Print
18,1,3,0,Tie-Dye,Oversized,Performance Mesh,Full Front
18,2,1,0,White,Slim,Tri-Blend,Small Logo
18,2,2,0,White,Slim,100% Cotton,Back Print
18,2,3,1,White,Regular,Performance Mesh,Back Print
18,3,1,0,Tie-Dye,Slim,Tri-Blend,Small Logo
18,3,2,0,White,Regular,Performance Mesh,Back Print
18,3,3,1,Black,Regular,Performance Mesh,Small Logo
18,4,1,0,Black,Regular,100% Cotton,Full Front
18,4,2,0,Black,Oversized,Tri-Blend,Small Logo
18,4,3,1,Tie-Dye,Oversized,Performance Mesh,Back Print
18,5,1,0,White,Slim,100% Cotton,Back Print
18,5,2,1,Black,Oversized,Tri-Blend,Full Front
18,5,3,0,Tie-Dye,Regular,100% Cotton,Small Logo
18,6,1,0,Black,Regular,100% Cotton,Small Logo
18,6,2,1,Black,Slim,Tri-Blend,Small Logo
18,6,3,0,Black,Regular,100% Cotton,Small Logo
18,7,1,1,White,Slim,Tri-Blend,Full Front
18,7,2,0,Tie-Dye,Oversized,100% Cotton,Back Print
18,7,3,0,Black,Slim,Performance Mesh,Full Front
18,8,1,0,Black,Slim,Performance Mesh,Full Front
18,8,2,1,Black,Regular,Performance Mesh,Back Print
18,8,3,0,Tie-Dye,Slim,100% Cotton,Back Print
19,1,1,0,White,Oversized,Performance Mesh,Back Print
19,1,2,0,White,Regular,Performance Mesh,Full Front
19,1,3,1,Tie-Dye,Regular,Tri-Blend,Small Logo
19,2,1,0,Tie-Dye,Oversized,100% Cotton,Full Front
19,2,2,1,Tie-Dye,Oversized,Tri-Blend,Full Front
19,2,3,0,White,Regular,Tri-Blend,Small Logo
19,3,1,1,Tie-Dye,Regular,Tri-Blend,Full Front
19,3,2,0,White,Regular,Performance Mesh,Full Front
19,3,3,0,White,Oversized,Tri-Blend,Back Print
19,4,1,0,Tie-Dye,Oversized,Performance Mesh,Small Logo
19,4,2,0,Black,Oversized,Performance Mesh,Back Print
19,4,3,1,Tie-Dye,Oversized,100% Cotton,Full Front
19,5,1,0,White,Slim,Performance Mesh,Small Logo
19,5,2,0,Tie-Dye,Regular,100% Cotton,Small Logo
19,5,3,1,Tie-Dye,Slim,100% Cotton,Back Print
19,6,1,1,Black,Oversized,100% Cotton,Full Front
19,6,2,0,Tie-Dye,Slim,Performance Mesh,Back Print
19,6,3,0,Black,Slim,Performance Mesh,Full Front
19,7,1,1,Tie-Dye,Slim,Tri-Blend,Back Print
19,7,2,0,Tie-Dye,Slim,100% Cotton,Small Logo
19,7,3,0,Black,Regular,100% Cotton,Small Logo
19,8,1,0,Black,Slim,Performance Mesh,Full Front
19,8,2,1,Black,Slim,Performance Mesh,Full Front
19,8,3,0,White,Slim,100% Cotton,Small Logo
20,1,1,0,Black,Oversized,Performance Mesh,Full Front
20,1,2,0,Black,Oversized,100% Cotton,Small Logo
20,1,3,1,Tie-Dye,Slim,Tri-Blend,Back Print
20,2,1,0,Black,Slim,100% Cotton,Full Front
20,2,2,0,White,Slim,Tri-Blend,Small Logo
20,2,3,1,Black,Regular,Tri-Blend,Back Print
20,3,1,0,Black,Regular,Performance Mesh,Back Print
20,3,2,0,White,Oversized,Performance Mesh,Full Front
20,3,3,1,Tie-Dye,Oversized,Tri-Blend,Small Logo
20,4,1,0,White,Regular,Performance Mesh,Full Front
20,4,2,0,White,Regular,100% Cotton,Back Print
20,4,3,1,Tie-Dye,Regular,100% Cotton,Full Front
20,5,1,0,Black,Oversized,Tri-Blend,Back Print
